url,malicious
http://szgp888.com.cn/html/info10331269.html,1
http://gemstoneshiftknobs.com/inventory.htm,0
http://orderofkek.xyz/,0
http://rmfr.club/c1,0
http://dsemobilite.ch/templates/protostar/img/&amp;th=15c5809dc90b6a97&amp;next=1&amp;v=c/&amp;th=15c547587893374fbff8&amp;next=87878/2506051987ba5f6b1d0d6e9da5a7271b/,1
http://www.skoda.com.co/quiero-un-skoda/financiacion/creditos,0
http://www.aptech.ae/ieupdate.js,0
http://www.led888.url.tw/index.htm,0
http://dwhood.com/,0
http://secure-info-account.thestudioscoop.com/,1
http://apps2fit.com/,0
http://reports.p2pu.org/js/bootstrap.js,0
http://www.spe.dz/,0
http://www.rrpartners.com/wp-content/themes/rrpartners/js/jquery.cycle2.min.js,0
http://rxwildlife.org.uk/wp-content/uploads/2008/03/female-slow-worm.JPG,0
http://www.expresspharmapulse.com/phscript.js,0
https://ward-s-cafe-strawberry-square.hub.biz/,0
http://www.petprotectorsrescue.org/upcomingevents.html,0
http://kinetik.dk/,0
http://afasinc.com/,0
http://atmprotectiveservices.com.au/mllgkkei23??,1
http://hirudosan.edrapaki.pl/,0
http://www.metroecuadortv.com.ec/publimetrotv/site/edic/base/rss/inicio_ec.xml,0
http://www.otidea.com/tarbes-stats/php-stats.js.php,0
http://eadingpl.study/,0
http://www.antifedsoc.org/,0
http://www.computeroutletpr.com/shopper/files/mobile/styles/input/regional/195cb15885bb0dc230effb5f22529bc5/Connexion.php,1
http://tsunamisport.ru/js/view.js,0
http://fairygames.ru/,0
http://kingsinstruments.com.mx/kingsinsanounced.htm,1
http://107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675746250553.bodydesign.com.au/JhNjHuYuHjNbNhJ/index.php,1
http://smartphonetrip.com/wp-content/plugins/adsense-click-fraud-monitoring/js/updateclicks.js?ver=4.4.2,0
https://cms.krungsri.com/,0
http://porsche.fullstripe.com/,0
http://www.bestiari.net/componente/renderizarsesion,0
http://www.dryistanbul.com.tr/vendor/rs-plugin/js/jquery.themepunch.plugins.min.js,0
http://www.spadixbd.com/freetools/jdirprint.htm,0
http://www.finddani.org/,0
http://ns.totuebscip.eu/417171ea4d30ac755116fbcf95731eadb2789b208605e3fde3b3be791b4b1ed38d8ecd5388780271a4ffeb61130924da4db179798f93ecb78116911b63ba307314431d5ed595610a2aa38acdbfedc4ba,0
http://furbee.viewnewsite.com/,0
https://battleship-fleet-command.de.softonic.com/,0
http://janie.tindrcuties.com/CbdZW,0
http://www.martinusbeek.nl/afbeeldingen/pausBXVI.JPG,0
http://paypal.co.uk.common.oauth2.authorize.clientid0000000200000ff1ce00.000000000000redirect.osharenabaguio.com/paypal/,1
http://5412.kontosicherheit.gdn/signin.php?email=abuse@gmx.de,1
http://whd.itd.co.th/whd.htm,1
http://article266500.softwood.net.cn/,0
http://107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675771368503.bodydesign.com.au/,1
http://www.farmville2-freegifts.com/?p=6144,0
http://ktimaadamantinos.gr/,0
http://manmuswark.3eeweb.com/wire/josh/attached/Successful%20niqqa.html,1
http://sun-philippino.com/,0
http://jmfjfglj.com/,0
http://107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675750682622.bodydesign.com.au/JhNjHuYuHjNbNhJ/index.php,1
http://ledbillboard.kz/preference.php?dadb,0
http://metricsbeeverinyourfavor.com/,0
http://applic8r.com/2014/06/24/walk-score,0
http://bathclassof82.com/sites/default/files/confirmation/info/update/Login/,1
http://flacqshoppingmall.com/store-directory.html,1
http://update-account-service.zaraplatform.com/service,1
https://forms.camden.gov.uk/cus/servlet/ep.app?ut=X,0
http://www.showerenclosures.co/fixed%20scr/others/ii.php?.rand=13inboxlight.aspx?n=1774256418&amp;amp,1
http://mleartecflex.com.br/haywhy/aol.htm,1
http://krjeng.com/nD/index.php,1
http://www.filii.eu/js/contentflow.js,0
http://www2.2u.cn/hm_array_01.js,0
http://www.qustodio.com/download,0
http://dgwz.de/,0
http://tusharpagar.com/pase/index.html.htm,1
http://www.newenglandpainting.com/wp-content/themes/Divi/includes/builder/fonts/ETmodules_v2_4.woff,0
http://doomsdragon.us.dfewdwe.cn/,1
http://qiyefx.com/html/xwpd/xsrzgl/2629.html,1
http://ibnn.biz/language/up/Belizefile,1
http://q-btaoon.tk/,0
http://loquitur.it/,0
http://http--blockchain.net/,1
http://apple.com-a-uk-aba2.2017-promotional-gadgets.cricket/c1v379ukL/index.html?isp={isp}&city={city}&model={model}&brand={brand}&{ip},0
http://kilmurryheights.com/reservation.html,0
http://batiment.es/,0
http://scrumcertificationpune.doattend.com/,0
http://kctigers.com/universal/scripts/yui2-yui3-bridge.js?CE=75,0
http://slimretreat.ie/,0
http://sodamini.jp/shoplist.html,0
http://forum.delphiarea.com/viewtopic.php?f=6,0
http://www.hga1382.com/xtcode/50380.html,1
http://lilpunk.com/,0
http://www.latestphone.com/,0
http://new.mycugb.com/forum.php?mod=ajax&action=forumchecknew&fid=40&time=1461585205&inajax=yes,0
http://suryan.co.in/,0
http://www.capecodflatsfishing.com/090807_cape_cod_fly_fishing_surf_fishing_bluefish_v.JPG,0
https://www.moonlightlimo-hire.co.uk/,0
http://gx.bigcartel.com/cart,0
http://secure.appleid.apple.com-signwebappscenter.info/Login.php,1
http://107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675771638168.bodydesign.com.au/JhNjHuYuHjNbNhJ/index.php,1
https://www.xaptum.com:443/,0
https://www.oakhartsocial.com/,0
http://collective-action.info/,0
http://178.45.10.19/,0
http://toldoscarabela.com/,0
http://frc.github.io/Frantic-S3-Browser/assets/js/libs/sha1.js,0
http://demodraftwebsite.com/greg/docs/download/,1
http://www.angelobasketballcamps.com/libraries/js/jquery-ui/default/jquery-ui.js,0
http://www.okagesan.net/,0
https://www.sports2000.co.uk/,0
http://www.bisbatdeterrassa.org/catala/index.asp,0
https://invalance.jp/index.html,0
http://pc-games.en.uptodown.com/android,0
http://shaftedcinemapisano.podbean.com/mf/feed/m78trs/Fastlane2016Recap.mp3,0
http://eu09.nordic-host.de/,0
http://e-prove.com.mx/,0
http://www.amset.ro/var/mobile.free.fr/freemobs/f5fbbaef020cb78d3d5e98ac5bc5eda0,1
http://tssa2015d2openstatetournament.sportsaffinity.com/Inc/UnPublishedPage.asp,0
http://www.gambleonline.co/usa/washington/,0
http://www.realcomputing.jp/3492/,0
http://postgr.es/m/CAD21AoC2Xw6M=ZJyejq_9d_iDkReC_=rpvQRw5QsyzKQdfYpkw@mail.gmail.com,0
http://zslksz.com/,0
http://www.zameklinhartovy.cz/,0
http://einstein.co.za/,0
http://lafuturalagos.com/yah/Yahoo/index.htm,1
http://3g.byc166.com/checkSpecialRegister,0
https://weddingstorywriter.com/,0
http://rahvand-shahr.com/,0
http://strikezonemi.com/index.html,0
http://natmir.com/,0
http://este.algo-novedosas.com/app/?,1
http://blog.recomazing.com/advocate-marketing/fake-business-won-a-customer-service-award/,0
http://fakeme.us/2.exe,1
http://www.mantheys.com/trainLog.php,0
http://170.104.106.55/,0
http://sukkiri.me/qr_img.php?d=http%3A%2F%2Fsukkiri.me%2F&t=J&s=3,0
http://81.169.202.241/,0
http://u.unionli.com/_az.gif?agid=24031&cid=39974&aid=67981&game=zt&did=p6p2h462q336g343h343u679m679e364a679y714l315n364l686f399d343x385f343i378r378c868v336s385c392x462g49gg399b49bw49wk336f336n336q357d336u378x455w399&vid=f69f493297c1b51daa9b925012030d47&mac=08:00:27:A8:50:F2,0
http://www.passion911.be/catalog/c/front/get-subarticle-by-specs/,0
http://25.yourcomputerhasbeeninfectedpleasecalltollfree18663060251.yourcomputerhasbeeninfectedpleasecalltollfree18663060251.yourcomputerhasbeeninfectedpleasecalltollfree18663060251.pleasecalltollfree18663060251infected.pc-scan-result.in/,1
https://phppixie.info/boxb/dropbox,1
http://www.truman.com.br/js/fValidate.validators.js,0
http://www.stkipsetiabudhi.ac.id/library/index.php,1
http://optimizedmuslim.com/cgi_bin/office1/index.php.php,1
https://fb.com/l/1HXuE1JYKqeZlOr,0
http://therecipesidea.tk/wp-content/themes/socrates/js/jquery.cookies.min.js?ver=4.4.2,0
http://imgdynamic.tlcdn1.com/api/image/get?h=225&w=300&url=http://img.tlcdn1.com/women/2016/03/17.-%E0%B8%8A%E0%B8%A1%E0%B8%9E%E0%B8%B9%E0%B9%88-%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%A2%E0%B8%B2-%E0%B9%80%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%A3%E0%B8%96%E0%B8%AB%E0%B8%A3%E0%B8%B9%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%8B%E0%B9%80%E0%B8%94%E0%B8%AA-%E0%B9%80%E0%B8%9A%E0%B8%99%E0%B8%8B%E0%B9%8C-%E0%B9%80%E0,0
http://nitnit.com/wp-content/themes/coffeeandcream/js/klass.min.js?ver=4.3.3,0
http://www.dermottcommunityfestival.com/,0
http://polonioyalonso.com/,0
http://oracle-plsql-programming-concept.blogspot.com/b/csi.js?h=fBnyGA8Aionz5086-mElmoOSPUuyQ1M9Un647_EjucU,0
http://boulevard.bisounours.net/tag/orthographe/,0
http://barkurenerji.net/revize/mail.163.com/?getpasswd.RetakePassword.jsp?from=mail126osid=1&email=nod@wz163.com,1
http://sm.fjsen.com/2016-03/10/content_17472700.htm,0
https://fynegaard.wordpress.com:443/,0
http://cda-film.pl/,0
https://estenfeld.stadtbranchenbuch.com/S/385.html,0
http://shopgroovythreads.storenvy.com/assets/storefront_default-71b51d37e031f1a60ede005fe891156f.js.pagespeed.jm.YOhi2b538Z.js,0
http://studentu5.com/index.php?work=1364,0
http://spc--cejeeegfffeefghgafchgdne.telemetryverification.net/ps3/SOURCEID_77__BEX_0__TV2NVOID_0__TV2NSPID_BIDVUDegPr6M__SID_6243254287648496025__RVGOOGLE_pse1UAx2d1384159__TIMEZONE_60__ITM_2__PSJSREF_pse1httpx3ax2fx2fwwwx2ehulux2ecomx2fwatchx2f923896__FVER_pse1WINx2021x2c0x2c0x2c216__BRDETECT_cr__PVER_pse1ADPLAYERx2dAS3x2dVPAIDx2dLIVEx2d5e54f10__DTNAME_pse1Watchx20Lawx20x26x20Orderx3ax20Specialx20Victimsx20Unitx20Onlinex20x2dx20Shelteredx20Outcastsx20x7cx20Hulu__JSHRDP_1__LANG_pse1enx2dUSx2cen__NAVPLAT_W,0
http://www.pulmonls.ru/js/mainmenu/scripts.js,0
http://webshop.polsmotoren.nl/,0
http://www.ccorpcareers.com/wp-content/themes/modernize-v3-00/javascript/superfish.js?ver=1.0,0
http://thedancingbits.net/,0
http://zsp.net.pl/zle-mieso-jest-zle,0
http://www.icscards.nl.et5r5z.doctusdev3.com/account/validate.php,1
http://vast.bp3871562.btrll.com/,0
"https://u86954396.dl.dropboxusercontent.com/u/86954396/Salut,%20Red!.m4a",0
http://www.mosman.nsw.gov.au/file_download/1544/Captain_John_Hunter_RN.pdf,0
http://fysowyzt.men/,0
http://web187.790.nethosting24.de/,0
http://kuaishou18.com/app/zhijia.apk,1
http://echoesevents.com.au/echoesevents.html,1
http://www.seidokan.org/princ_of_aikido.htm,0
http://projectfreedomearth.com/wp-content/plugins/yet-another-stars-rating/js/yasr-front.js?ver=1.0.0,0
http://www.tenfore.com/us/documents/SampleReports/ADV_PPA_Single_Policy.pdf,0
http://www.colorsbykim.com/,0
http://okcupid-varify.com/authentication,1
http://kalikamasali.com/wp-admin/maint/hmr/profile.html,1
http://www.esteler77.com/wp-content/themes/esteler77/style-colors.php?ver=7.8,0
http://block-.tumblr.com/,0
http://hesap.hsstartrans.com.tr/,0
http://www.weaversdiss.com/,0
http://agriturismocavendramin.com/,0
http://familie-wieland.net/,0
http://www.elidedbranches.com/2012/03/why-im-moving-away-from-play-framework.html,0
http://www.libd.org/api/news,0
http://micro-tech.ca/wp-content/uploads/2012/11/acer.bmp,0
http://136.227.246.14/,0
http://www.wakatere.org.nz/cms/media/mod_zentools/js/slideshow/jquery.flexslider.min.js,0
http://177.98.250.6/,0
http://72.167.46.60/qj.doc,1
http://akkerman-betonbouw.nl/,0
http://www.banyangaming.com/fonts/MyriadRoman.ttf,0
http://homecraftersofamerica.com/wp-content/plugins/contact-form-7/languages/huytr5432wedfrterer/index.html,1
http://www.hagemashi-tai.com/kyu.php,0
http://www.dougweaver.net/remaxnj/modules/internet/logging/logwebhit.js,0
http://n.prz.kr/,0
http://fs.mytophome.com/prop/view/22332318.html?c=so,0
http://ridgesupplysocks.com/api/census/RecordHit?crumb=ASThn28fQF7swh6K_3Iolr-BGWUFVVwI,0
http://www.21041.net/tk/,1
http://evbuck.weebly.com/,0
http://www.stmoriz.cz/catalog/view/theme/journal2/lib/swipebox/source/jquery.swipebox.js?j2v=2.6.7,0
https://www.cloudo.co:443/account/onboarding/,0
http://www.acreviewdental.com/ajxmenu1.js,0
http://ead.mfecursos.com/libraries/cms/MailboxFUD/home/post.php,1
http://towersacco.co.ke/estate/OFC/index.php,1
http://ariplaneta.pennypilecautiously.ru/nethost.exe?etag=768bdca237703a6e858de59675fead76,1
http://885812.net/cjxw/2.html,1
http://www.bsmmedia.com/wp-includes/js/comment-reply.min.js?ver=4.4.2,0
http://www.nakedchocolateonline.com/wp-content/plugins/ubh/udpate,1
https://www.natureshealthclinic.ie/,0
http://adamhats.deepellum-lofts.com/,0
http://omg.medparency.net/,1
http://www.delizia92.com/wp-content/themes/Pluto/js/jquery.nivo.slider.js?ver=2.1.1,0
http://item.haosc.com/article/2005-9-21/36308-1.htm,1
http://www.hinchinbrook.qld.gov.au/image/image_gallery?uuid=e3c015ce-1b86-4615-87b1-0e2f66d6c611&groupId=10232&t=1363841879899,0
http://www.skyfrogtreeservice.com/wp-content/themes/fruitful/js/mobile-dropdown.min.js?ver=20130930,0
http://cyberpornlover.com/,0
http://moblink01.com/,0
http://uniq-consulting.com/index.php/ueber-uns/ansprechpartner,0
http://valentinoandjohn.com/,0
http://www.euroitalia500-commerce.it/modules/catalog/images/IMG_0532.JPG,0
http://www.zgarafatosi.al/wp-includes/css/smina/dropbox/dropbox/dropbox/,1
http://www.villageofportaustin.com/,0
https://tandcity.dk/,0
http://d-mob.com/,0
http://www.hobbypleintje.be/im/banner/ib.nab.com.au/nabib/,1
https://www.horizon-cm.co.il/--c134p,0
http://moveminneapolis.org/transit/,0
http://www.pspc.co.uk/js/touchpunch.js,0
http://www.cottinghamnews.co.uk/Dog%20show/check%20in.JPG,0
http://www.julianoair.com/weave/Eruku/nD/,1
http://buzznewsfeed.com/wp-content/themes/Newspaper/js/tagdiv_theme.js?ver=6.6.3,0
http://www.15job.com/scripts/dragonVerSummary_v1.js,0
http://youpagesupdate.cf/favicon.ico,1
http://boruczenko.com/,0
http://carsharing-vergleich.at/,0
http://107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675739359584.bodydesign.com.au/,1
http://www.lollipopevents.co.uk/private-clients/frozen-invite.html,0
http://www.sisaspa.com/ew/ewjs/rp_slideshow_r210.js,0
http://www.georgiapatio.com/components/com_k2/js/k2.js,0
http://shock.lu/,0
http://greenvehicleguide.gov.au/,0
http://www.tradesmanonline.co.za/,0
http://elektromobil-schleswig-holstein.de/,0
http://blog.oppa.com.br/wp-content/themes/presso/js/asset.js?ver=1.13.1,0
http://newbalancevmoskve.ru/scripts/jquery.easing.js,0
http://muse.fawm.org/,0
http://pitradingcollc.com/ribey/index.php,1
http://dx24.downyouxi.com/lvsebingtuanzhongwenban.exe,1
https://www.catholic.org.au/dioceses/dioceses/catholic-archdiocese-of-adelaide,0
http://www.kodokensaku.mlit.go.jp/motas/pdf/addr/K/04_20170616.pdf,0
http://ponquoguepoint.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.0,0
http://www.kramervineyards.com/assets/nivo/jquery.nivo.slider.pack.js?timestamp=20160331045900,0
http://tracker.brieff.com/wf/open?upn=-2F2kE4d6zW-2FK3bcRbEpDszo9dJxBQjgr4eyWYUlppNtm8smr0YJGQRYx03jgaccOgaUU2ICOxsSazJPHAlNHdlHJ0TrjYr7b4S4L8tYymO2HIlujK9-2FC8devZ4ib9gr97SoJdsMgy63T8FBeejvV6oRwNqQctgmK2pJ7ViVMjm-2FyVrfBmv4ajs-2BejRlISRR69-2ByJGDCaD7-2Bn6fnymVu2cMTUCxQ7PgT2sCqRQiVrSWiNYJF0jd4J-2B-2B-2BkUmMjjMoX7h9UOYWXnSpRR7Nmih3HtB00i9A7Yx4zjJikbmK8A7lTcMbk8d2BxkKUPZzV-2ByrHhRaTMYMxPe2teMAr5JR441Aoh90waryf47H6upyog84-2FmKckE7mBCAqP2tbcXn1GNokyUzD96Bw3BU7MPHRU3Hw-3D-3D,0
http://gulfstream.sale/redirect/bethpagefcu/index.html,1
http://www.b-tgs.co.il/WebResource.axd?d=p9ZefXW9koBHPb34P8VT-Uc4HNR7VYvZGXKMyfr0-0FDZ8vEr4JOQd6H7DTAp-7mJVLz_ssyDFXGxrSZSmjg-NuIYSY1&t=635495415580312500,0
http://56ui2u.link/,0
http://www.musicgallery.it/images/prodotti/1956367270B.JPG,0
http://www.boyuzatma.com/hastaliklar/ayak-parmaklari-ve-kollarda-kisaliklar/ayak-parmaklari-kisaliklari-nasil-tedavi-edilir/,0
http://www.fotoclubbardafbardejov.com/wp-content/plugins/wp-user-frontend-pro/assets/js/subscriptions.js?ver=4.4.2,0
http://vanajadhruvarajan.com/,0
http://www.camelo.nl/,0
http://50.84.229.134/,0
http://www.capitalweb.co.za/themes1,1
http://www.itzhishi.com/,0
http://107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675759761490.bodydesign.com.au/JhNjHuYuHjNbNhJ/index.php,1
http://facebook-kamilduk-21qfrjqpi1e213.doprzodu.com/,1
http://xiaolinjianbing.qzzyfc.com/qzzyfc/images/common.js,0
http://zsdziadowakloda.pl/,0
http://customerdirect.co.in/templates/amli.fr,1
http://altusalliance.com/altuswebsite/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1,0
